id,treated,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10
27,1,-1.1364,1.116637,0.693317,0.825321,1.342597,-0.245732,0.302091,0.528915,1.73621,0.652551
28,0,-1.204279,-0.327893,0.871989,0.715049,-0.260222,2.431237,-0.067016,1.092986,0.350806,-0.200195
29,1,1.13819,0.965177,-0.179567,0.482301,-1.028413,1.842701,0.657872,-0.871841,-1.537977,2.171231
30,0,0.626643,0.33946,0.511724,-0.048501,1.658975,1.05457,-0.204211,0.305572,-0.958266,-0.379349
31,0,0.14686,1.974761,-1.907405,0.29996,1.725586,-0.605859,0.360664,-0.170205,-1.28292,0.852351
32,0,0.136747,-0.173185,2.307473,0.699267,0.256439,-0.152426,-0.039644,0.664294,1.486222,0.556228
33,1,-0.651299,1.595915,1.246972,2.265557,-0.090861,0.544448,-0.654669,-0.203706,0.234389,0.198704
34,1,0.495408,-0.699739,-0.093715,-0.120681,-1.641803,1.028314,0.830437,0.065333,-0.346274,-1.218463
35,0,1.244146,0.658842,0.355674,1.444788,-1.744708,-0.395271,-0.197299,-0.717649,0.429134,-0.795192
36,1,0.044678,-0.026753,-1.421768,0.419051,-0.921042,-0.238285,0.612845,1.000651,0.642603,0.714738
37,0,0.266764,-1.091062,0.776581,0.65542,-0.992212,0.219865,-0.889077,-0.334825,0.786488,-0.095334
38,1,-0.841884,0.109901,0.671508,-1.296745,-0.147141,1.080594,-1.528533,-0.333513,-0.540958,2.347281
39,0,-0.503473,0.348776,-0.035835,1.255296,0.595118,-0.137646,1.125427,0.721798,-0.177996,0.212095
40,0,0.229057,1.192123,0.679096,-0.155682,0.317457,0.57513,0.064736,-1.37682,-1.87903,1.258932
41,0,0.427078,0.718958,0.952338,-0.747737,0.804909,0.020062,0.540009,-0.016343,-0.832049,-3.231603
42,0,0.257031,-0.531103,2.889842,0.859649,0.500432,-0.23103,0.4646,-0.215309,1.075644,0.012748
43,1,-0.352166,0.899971,-0.005632,0.281526,-0.502915,-0.323649,-1.621308,-0.346205,-0.248278,0.981787
44,1,-0.390137,0.600391,1.438261,1.609154,0.191622,-1.848174,-0.216978,0.364152,0.370052,0.005785
45,1,-0.998843,-0.307462,0.428339,-0.254083,0.386542,1.201086,-0.276303,0.099424,1.053415,-2.745423
46,0,0.404093,2.15081,-0.224436,2.324162,1.284926,0.723175,0.855551,0.519872,0.029241,-1.144864
47,0,0.641425,0.44924,-1.407804,0.350172,1.29498,-0.556094,0.730733,-1.477323,0.528639,-0.412774
48,1,0.411907,1.251361,0.026147,-1.345641,0.526578,0.8127,1.755032,0.152615,1.699241,-0.708704
49,1,-0.662679,-0.217155,0.486383,-0.927904,-0.577939,-0.110762,2.9238,0.778031,0.598693,0.146253
50,1,0.765563,-0.476898,0.651299,-0.580545,-0.341778,-0.017497,0.384231,-0.014697,0.080515,1.284331
51,1,0.561929,1.275654,0.365986,1.391007,-0.181244,0.288497,-0.41383,-0.152691,-0.407912,-1.301345
52,1,-0.031154,0.875776,0.173927,1.570581,-0.808199,-0.968302,-0.46951,-1.786829,-0.755015,0.488954
53,1,0.129678,0.431397,-1.392932,0.47151,1.008985,0.382887,-1.202694,-0.904166,-0.239647,1.153976
54,1,-0.015454,-1.811312,2.589004,-1.031742,-0.803634,-1.187342,0.185399,-0.493701,-0.086743,1.025852
55,0,0.262083,-0.608768,-2.147462,-1.176648,1.443422,1.364063,1.744136,-1.805187,2.504965,-0.191495
56,1,-0.468364,0.27181,0.083451,-0.899277,0.41238,-0.121804,3.564429,-0.852552,0.762989,0.381747
57,0,-0.394963,0.809863,1.182689,1.181024,0.898481,-1.089908,1.048708,-0.940132,0.434366,-0.34804
58,1,0.246485,1.492501,-1.326464,1.514701,-0.245488,1.800485,-1.053486,-0.313931,-1.175184,-0.743393
59,0,-1.492216,-0.168021,0.499465,-0.009829,0.628406,1.870046,-1.676271,-0.137074,0.043033,-1.488494
60,1,-1.101411,0.325229,-1.067468,-1.960378,-1.103053,0.03857,-0.458997,0.282775,-0.74973,-0.948938
61,0,-0.85449,0.492661,1.876521,1.108691,-0.68036,-1.202891,-0.412354,-0.784707,1.14158,-0.2408
62,0,0.373551,-1.471045,0.39508,-1.350225,-1.122827,0.415991,0.753042,0.587559,-1.786087,0.254384
63,1,0.887748,0.142872,0.804559,-0.363024,2.271678,-0.902367,-0.801066,-0.374443,0.47211,0.101102
64,1,0.692714,0.566098,1.018685,1.277318,-0.580181,0.585046,-0.972669,-1.114914,-1.217921,1.443968
65,0,1.457771,-1.330572,-0.153117,2.35881,-0.719192,1.837559,-1.750538,-0.420747,0.369623,-0.136336
66,1,0.23837,0.06578,-0.95682,0.069273,-2.013754,0.218339,1.278,-1.123694,0.962546,0.519793
67,0,-1.89514,-0.57082,-0.765338,0.532881,-1.406133,-0.509883,-0.416285,0.663586,-1.665143,-0.184458
68,0,1.595318,-0.616552,1.035844,-0.434181,-2.535453,0.642775,-1.052811,-0.55244,-0.129431,-2.116661
69,0,0.685432,0.921612,-0.926272,1.834198,0.93839,-0.034367,1.987132,-0.013969,-0.333699,-1.446181
70,1,0.156725,1.700159,-1.255703,0.860961,0.20382,0.564144,-0.406422,-0.670904,0.841538,1.21357
71,0,-0.285281,-0.775565,0.593624,0.735761,0.23404,-1.26572,-0.315085,-2.14368,0.895007,-0.895729
72,1,0.798417,1.147821,1.088914,-0.659137,-0.589715,-0.669996,-0.693721,-1.029542,1.395316,-0.567527
73,0,0.396955,-0.369743,0.776985,-0.019614,-0.283686,0.537406,-0.927103,-0.256795,0.600268,0.133392
74,1,-1.24338,1.799621,1.238376,1.865834,-0.229006,2.316167,0.794251,-1.190295,0.963586,-0.723092
75,0,-0.161167,-1.365714,0.599584,0.072499,0.831304,-0.694771,1.078577,1.003919,-1.110871,-0.138899
76,0,0.551606,1.455732,0.718371,-1.064002,-1.664713,-0.150073,1.302331,1.425921,-0.146271,-0.291662
77,0,0.906027,0.683058,0.384607,-0.289133,0.542434,-0.408655,-0.168357,0.291756,-0.006098,-0.686301
78,1,0.248766,-0.2595,1.417283,1.273426,-1.172261,0.276462,2.562094,-0.771032,0.12995,-0.9188
79,1,0.327931,-0.222244,0.08065,-0.349645,0.299323,-1.27078,-0.349748,0.72738,0.150799,1.864561
80,1,-0.365074,0.846017,0.875301,1.183671,0.024794,-0.382935,-0.565469,0.205612,-1.958072,0.250519
81,1,0.658904,1.507271,0.729852,0.111874,-0.175582,-1.942542,0.48799,-0.102164,0.214155,0.834335
82,1,0.876959,-0.474348,0.156006,2.653289,-0.538216,0.092857,-1.313904,-0.624112,-0.97631,-1.215792
83,1,-0.572763,-0.386279,-0.217595,-1.155226,1.724702,-0.371833,-0.765245,-0.002554,1.016441,1.442553
84,1,0.05979,-0.204112,0.514838,-1.051459,-1.276718,0.617468,-0.648623,-0.631098,-1.265166,-0.893314
85,1,1.257626,0.017743,-1.543861,1.455723,1.880553,1.781833,1.66767,0.17903,0.029583,-0.222131
86,1,0.836618,0.52371,-1.722281,-0.511823,0.677731,1.646007,-0.291443,-1.387088,0.647284,-0.833044
87,0,-1.185463,-0.706826,0.106925,-0.856604,1.222048,-0.880499,-0.833195,0.07217,-0.132752,-0.677458
88,0,-0.523892,-0.052234,0.07432,-0.847563,0.196168,-1.198653,2.300681,1.570133,0.165111,-0.212602
89,0,1.953908,1.399634,-0.491979,2.181558,-0.205469,-0.923656,-1.724433,-0.856049,0.134237,-0.466613
90,1,0.32266,2.305335,0.100827,0.205761,-1.342635,0.313146,-0.028741,-0.507673,1.041454,0.521881
91,1,0.279239,-0.655267,1.131356,-0.685215,0.106041,-0.220904,-1.184775,1.057928,-0.694048,-0.105659
92,1,1.764282,-0.412741,-0.943645,-0.343563,-0.408442,-1.127314,0.164377,-0.145708,-1.360719,0.993299
93,0,0.903753,-0.855901,0.458204,0.411508,-0.561713,0.23937,-0.673641,-2.298047,0.159846,-2.52359
94,0,-1.27078,-0.046444,-0.870038,0.919862,-1.114451,0.4866,-0.515184,0.767803,-1.036003,-3.452785
95,1,-0.156234,-0.875269,-0.881144,1.637105,-0.514732,0.532333,0.454323,-0.149893,-0.719182,0.018922
96,0,1.081812,-0.201567,-1.114565,0.699722,-1.910943,-0.8795,-0.996672,0.453315,0.815755,-1.59192
97,0,1.513242,-0.156896,-0.395604,0.241112,-0.139984,0.25338,-0.163775,-0.56101,0.098201,-0.195791
98,1,1.213449,0.921691,0.562725,1.874662,-0.486118,-0.156937,-0.763898,0.253337,0.074197,1.029843
99,1,0.422265,1.067114,1.622355,0.708729,-1.420591,-0.503971,-0.002214,-0.34033,-1.262317,0.642135
100,1,0.674004,1.2403,1.616708,-1.028456,-1.896112,-0.835193,-0.75262,-1.581113,1.143031,-0.626137
101,0,1.027485,1.003069,-0.945706,-0.519006,-1.104007,-1.9841,0.167421,0.567851,-3.285507,0.38107
102,1,-0.143853,-0.588744,1.64527,-0.53505,0.235251,-0.303776,1.478898,0.339917,0.646422,-0.237816
103,1,-0.557992,0.689557,0.343035,-1.095327,0.198038,-0.507746,0.167177,-0.222351,1.035126,1.295347
104,0,0.042954,-0.72882,-2.534494,1.826422,-0.90011,0.783844,-0.139578,-0.208536,0.405872,0.328638
105,0,1.45079,-0.565206,-2.065999,-0.399536,-0.45658,1.374635,-1.052612,0.9799,-1.069676,0.221097
106,1,-0.334625,1.843249,1.392226,-2.069029,0.540708,-1.035382,-1.122975,-0.691409,-0.618387,0.139173
107,0,-1.847765,-0.965641,0.190141,-0.378931,0.840437,2.418625,1.986331,-2.724281,2.292801,-2.145037
108,1,0.297362,1.006936,0.557425,0.734783,-1.876436,0.415945,0.960862,1.223516,-1.273353,-0.148209
109,1,-0.602032,1.085672,-1.041853,0.711823,-0.210914,-1.15659,-1.32854,1.067398,-0.583299,-0.843795
110,0,-0.025482,-0.43007,0.035664,1.018287,0.678196,-0.689916,0.890279,0.567883,0.320424,0.84181
111,1,0.278819,-0.603098,-0.649979,-0.063542,-1.155923,0.468774,0.473444,-1.312165,0.268736,-1.626949
112,1,1.273107,-1.041013,-0.519239,1.159332,1.098211,-0.814018,-1.287621,1.260155,-1.599825,0.738015
113,0,-1.253815,0.034622,-0.863581,-0.279923,-0.256061,2.196581,-1.28711,2.609916,-0.365577,0.701509
114,1,0.037472,-0.755022,-0.612181,1.316654,-0.544049,0.21721,-1.046572,-0.287622,-0.595472,-0.680871
115,1,-0.340613,0.27992,1.982293,-1.235201,0.054737,0.744692,-0.871303,0.013298,1.745999,1.026817
116,1,0.142875,2.238082,-0.152249,2.32023,2.567827,1.792448,-1.791387,-0.109435,-0.145068,1.190441
117,1,0.271905,-0.631584,0.993533,-0.457196,0.467279,0.313522,0.988799,-0.459246,-0.099109,-0.016108
118,1,2.097748,1.957909,-0.534666,-0.617826,-0.724025,-0.098813,0.809507,-0.365623,-0.162906,0.424219
119,1,-0.56394,-0.346168,1.566926,-0.565034,-1.079713,-0.164834,-0.366613,-0.486767,0.816004,-0.351076
120,0,-0.247081,-0.780224,0.666045,1.501512,0.417037,0.941496,0.337898,0.030309,-0.857924,-0.114351
121,1,-0.789071,0.106807,0.557747,-0.019249,0.448184,0.094858,1.403448,-0.356428,-1.544547,-1.724628
122,0,-0.264165,-0.069783,1.543732,-0.732629,1.181972,0.451377,0.667105,1.779889,-0.297753,-0.18983
123,0,-1.652471,-0.24563,0.610806,-0.18375,1.172975,0.964876,1.293037,0.332501,-0.422055,-0.451238
124,1,1.170533,1.028836,-0.740872,0.277662,-1.336709,0.124749,-0.496106,-0.125361,1.783653,-0.48408
125,0,0.527237,0.379779,-0.794541,0.117119,0.679242,-0.091721,0.725876,-1.457434,0.696244,-2.330656
126,1,1.249484,-1.310057,0.277115,-1.112846,-1.297105,1.075804,1.734266,0.846661,-0.19989,0.095046
127,0,1.058709,1.061029,2.077058,-0.362555,-1.015002,-0.223537,-0.530809,0.206904,0.731811,0.515968
128,0,-1.929004,2.147174,1.383116,-0.419753,1.631459,0.802437,0.657343,-1.087785,-1.900125,0.566268
129,0,-0.448696,-0.193463,-0.712831,-0.422867,1.047997,0.187402,-1.831126,-1.365894,-0.044093,0.116915
130,1,-0.038175,-0.781883,-0.681433,0.880161,1.473256,-0.591375,0.615768,1.258282,-1.420435,0.753855
131,1,1.68112,0.405217,1.596249,-0.398178,-1.282783,0.620125,0.839292,-0.51216,-0.806961,1.078065
132,1,-0.500251,-1.415518,-0.607695,-0.048887,-2.216233,0.396557,-0.919491,0.303543,0.476999,0.332979
133,1,0.748008,0.775133,-0.537111,0.530469,-0.249426,-0.207756,-1.23306,-0.922079,-2.123817,-1.127718
134,1,1.343018,2.023478,-0.465386,0.553645,-0.177911,-0.230891,0.295514,-0.101393,1.581941,-1.109937
135,1,2.128944,-0.439216,0.405157,1.212242,1.947521,2.252664,1.315851,0.472551,-0.386084,1.963173
136,0,-1.404605,-0.78848,1.306772,-0.987152,-0.03844,-0.302053,-0.996076,0.634992,1.227671,-0.766706
137,1,0.5016,2.3758,1.518531,1.534568,-0.419048,0.399167,-0.019661,0.766544,0.890203,0.755813
138,0,-0.014091,-1.290628,-0.533931,0.377683,-2.16928,-0.721828,-0.141652,-0.259115,0.021988,0.776551
139,1,-1.00725,0.129403,-0.810279,1.055828,-0.726877,-0.164179,-1.130927,0.056925,0.284894,0.411985
140,1,0.906038,1.474685,-1.031543,0.839138,-0.667076,-2.201547,0.142569,-0.587626,-1.884457,-1.962581
141,0,-0.074602,-0.200255,-1.1983,1.925393,-0.179497,-1.207371,-0.224596,-0.356303,-0.648949,0.610335
142,0,0.91206,-0.183691,0.808239,-1.225633,1.415237,2.011545,0.886929,0.167899,0.650434,-0.040476
143,0,-0.905441,0.355758,-0.914588,-1.404042,-0.900008,0.523288,-0.428466,-0.62537,1.207628,1.38561
144,0,-1.35075,0.356902,-1.097538,-0.67937,0.00613,0.627902,0.602144,0.709547,0.243258,1.637785
145,1,-0.547927,-0.066936,1.108361,-0.417396,-0.363015,1.787555,-0.134765,1.441159,0.746651,0.999413
146,1,-0.958112,-1.529512,1.372782,-0.140045,-0.59391,1.200418,-0.993146,0.997967,0.136273,0.990901
147,0,-1.341334,-1.46691,2.653186,-1.338348,-0.70935,-0.57919,1.288383,-0.482532,0.195891,0.088377
148,0,-0.23808,0.645527,0.329891,0.382369,1.221031,-0.008163,-1.996707,-0.940326,1.387426,0.397874
149,1,-0.53629,1.462888,-1.25412,1.120908,-0.275194,0.212817,0.755954,0.281896,-0.841298,-0.1533
150,1,-0.53075,-1.536387,-0.122282,0.428884,-1.402112,-0.001283,1.561964,-0.740999,-1.599745,-0.502126
151,0,-0.611421,0.166017,1.417609,1.507554,0.620209,-0.704061,0.043034,-0.078703,-0.5212,1.856952
152,1,1.81841,0.954376,0.320296,0.934576,0.970294,-0.842317,-1.430176,0.293897,0.707825,-0.600429
153,1,2.468428,2.044222,0.052946,-1.130915,-0.927569,-0.166518,0.834896,0.404003,-0.221642,0.561185
154,0,-0.477149,1.631094,0.021779,1.171277,-0.791315,-0.574937,-1.095822,-0.441732,-0.350378,-0.591635
155,1,0.886924,1.307685,-1.398173,0.257999,1.167247,-0.012549,0.706603,-0.466658,-0.01392,-0.999845
156,0,1.158735,0.129191,1.093218,-2.10075,1.718581,-0.606757,-0.371888,-0.257761,-1.099466,-0.271074
157,0,1.015498,0.127826,-0.07819,0.809916,-0.463122,0.350598,1.243138,-0.275871,-0.444331,-1.555199
158,1,-0.606042,-0.60212,1.173698,-0.582233,1.782926,3.478544,0.570144,-0.913992,1.664961,0.5158
159,0,-0.203562,0.680661,-1.640554,-0.010906,0.708013,-0.545208,0.530419,-0.634217,-0.944502,-0.805349
160,0,1.417413,0.258257,0.612408,-0.373914,-1.527356,1.049883,-1.114401,-0.418243,1.303521,-1.084593
161,0,0.165075,-0.472438,0.03958,1.201843,0.752919,-0.297721,0.458872,0.288494,-0.210876,0.323247
162,0,0.567403,1.391586,1.778992,-0.377701,-0.18077,0.622824,0.382101,0.767512,1.665544,1.308009
163,1,0.486123,1.741985,1.34801,-0.943346,-0.638839,1.75945,0.583619,0.847571,0.914607,-0.438929
164,0,0.221331,-0.44911,0.919706,1.344141,-0.328629,-0.08564,-0.393202,1.578653,-0.32405,0.386507
165,0,0.003394,1.301099,0.320605,0.172658,0.383113,-0.363363,0.244033,0.389713,0.663415,1.698707
166,1,1.778492,0.077762,1.073315,0.141114,0.643199,0.729576,0.835798,-0.941557,-0.397049,-0.330829
167,0,-0.710422,1.380202,-0.516028,-0.423455,-0.098045,0.289701,-0.182918,1.385,1.146369,-0.897853
168,0,-1.048633,-0.255858,-0.274396,-0.237147,-1.044746,-0.516335,0.868638,0.566747,0.603189,1.752301
169,0,-1.342535,0.034706,-1.204693,-0.814664,-2.415659,-0.44503,-1.868674,1.320694,-0.534884,0.051968
170,0,0.424346,-0.559132,0.210425,-0.385402,-0.27601,0.426688,1.054487,1.418684,-0.716333,0.083694
171,0,-1.415286,-0.809674,1.300135,-1.236365,0.527103,0.118346,1.705412,-0.477597,1.40649,1.383066
172,0,1.946571,-0.162622,1.90302,-1.362476,-1.303152,0.118987,0.361388,0.270886,-0.321406,-1.128473
173,0,0.293019,0.777143,0.20752,1.117145,-0.106715,1.830812,0.227745,1.314885,0.097366,1.285951
174,0,0.42581,-0.224961,0.486962,-0.05288,1.24211,0.768031,-1.674879,-0.93031,0.526137,-0.655349
175,1,1.070317,-0.407119,-0.254146,-1.005851,-0.848901,0.733757,-0.022627,-0.380361,-0.089952,-0.091111
176,0,-1.416178,-1.34582,0.672431,-1.057024,0.546379,-0.201058,-0.39464,1.778154,1.194029,0.726612
177,0,-0.076962,0.570516,-1.019768,1.173111,-0.577139,0.571606,1.24609,-1.082052,-0.061073,0.026828
178,0,-0.682256,-0.468861,-2.028618,-0.545065,1.547275,-0.706435,-0.021555,-0.772039,1.038829,-0.147673
179,1,0.465019,-0.430188,0.462312,0.396417,-0.911626,-1.606238,-0.030571,-0.075022,0.214235,0.556993
180,0,-1.262685,0.125793,-0.692321,0.31596,-1.772484,-0.745078,0.668452,0.42759,-0.245514,0.741205
181,0,0.362638,0.421463,-0.757503,1.282996,-0.392325,-1.673561,-0.964539,-0.229599,0.549393,1.077788
182,1,0.846756,-0.766165,0.351232,0.48427,0.522479,0.895941,-0.843203,-1.823172,0.645776,-1.676625
183,1,-0.90489,-0.497232,-0.969909,-1.059045,-1.027855,-0.250866,0.184318,-0.569421,0.34033,0.076809
184,1,1.095477,0.456212,-0.886944,0.127318,-0.636719,1.071713,0.023763,-1.120021,0.10195,-0.779422
185,1,-1.665815,0.194646,-0.838108,0.295542,-2.207179,0.848864,1.195372,0.286961,-0.22627,-0.036554
186,0,0.164964,-2.660397,-1.680341,0.094081,0.75894,-0.28392,1.55617,0.68641,-0.675426,0.365735
187,1,-0.63934,-0.468597,0.362867,-1.697936,1.998795,-0.527024,-1.366202,-1.169919,0.562562,0.316956
188,1,0.587332,1.030006,1.051224,-0.990751,-1.805082,2.194757,-0.460643,0.47979,-1.149284,0.310468
189,0,-0.025118,-1.003835,0.68766,0.708197,-0.527575,-0.446803,1.492424,-2.037771,0.545401,-0.465596
190,1,1.318326,0.699113,-1.181406,-0.782917,-0.390415,-1.69236,0.262868,-1.764997,-0.050088,0.336444
191,0,0.855291,0.180274,-1.139174,-0.377656,-0.587272,-0.458192,0.757718,0.481394,0.062363,0.462014
192,0,1.108106,-0.484675,-2.536373,0.391759,0.893237,0.197051,0.566923,0.538672,0.564693,-1.320845
193,1,-0.655874,0.552335,-1.207251,-1.151012,-2.068415,0.481208,-0.099908,0.943371,-1.159656,-0.142664
194,0,0.508287,-0.775454,1.600541,1.178637,-1.00695,1.558184,1.304796,0.388354,0.277148,-0.070211
195,1,0.707994,0.715108,1.760089,1.720118,3.229916,-0.014024,-0.668266,-1.119045,-0.381194,0.782496
196,1,0.337204,-1.243398,1.227875,0.722958,0.545158,-0.022253,-0.422918,1.19453,0.08184,-0.47211
197,1,-2.509116,1.649095,1.298004,1.333632,-1.230081,-0.282725,-1.319334,-0.383787,-1.345694,0.62993
198,0,-0.566612,-0.529185,1.098919,1.042235,-0.86034,0.445573,-1.480377,-0.745464,-0.589304,0.809153
199,0,-0.329502,-0.325239,0.341688,-0.393504,1.61983,0.047487,-0.941082,0.435949,0.051132,0.311262
200,1,-1.018298,0.526412,-0.559466,0.577071,0.1338,1.242155,-0.62281,-0.167577,1.244352,0.482968
