id,treated,x,y
688,0,0.573043,11.839732
689,0,-0.220467,
690,0,1.949316,
691,0,0.206411,10.062864
692,0,-0.242631,10.795189
693,1,-0.610873,11.227614
694,1,0.682205,
695,0,-0.450181,6.150846
696,0,-0.677207,5.459885
697,0,-1.164019,7.560753
698,0,-0.460349,7.046122
699,1,-0.884001,10.862778
700,0,0.853573,14.826931
701,0,1.086543,12.025856
702,1,-0.321767,
703,1,0.634141,
704,1,0.773381,
705,1,-1.035538,7.779458
706,1,-0.946227,5.452261
707,1,0.899148,
708,0,-1.081153,6.982488
709,0,-0.273367,
710,1,-1.989228,5.603827
711,0,2.045415,
712,0,0.573171,10.270403
713,0,0.794745,
714,1,0.658118,10.727416
715,1,0.377132,
716,0,1.92362,15.657222
717,0,1.933579,
718,0,-0.266216,7.930546
719,0,-0.910167,6.04824
720,1,-0.100623,
721,0,-1.395475,7.509047
722,0,-0.48131,10.767749
723,0,1.24076,
724,1,0.190516,
725,0,-0.014573,11.737259
726,1,-1.038397,
727,1,-0.142745,
728,0,-1.807419,4.117206
729,1,1.016663,
730,0,0.218517,12.082193
731,1,0.065063,8.646216
732,1,0.506895,15.265708
733,0,-0.038452,8.672403
734,1,0.767984,13.527031
735,0,-0.541574,10.157819
736,0,-0.094594,9.681914
737,0,-1.16611,
738,0,1.255012,14.811444
739,0,-0.489799,
740,0,0.82544,
741,0,1.829516,
742,1,-1.638578,
743,0,-0.309429,11.812527
744,0,-1.647699,3.859532
745,0,-0.321942,11.005181
746,0,-0.106145,8.466649
747,0,0.782455,
748,1,-1.746264,7.293052
749,0,2.423886,
750,0,-0.026961,11.951879
751,0,0.858697,
752,0,-0.336751,
753,0,0.367127,9.309616
754,0,0.228757,10.156986
755,0,-0.172112,14.141809
756,1,1.913046,
757,1,0.479236,
758,0,1.700587,
759,0,-1.114391,4.879005
760,0,-0.164813,8.414214
761,0,0.670376,14.722526
762,1,-0.127091,14.092916
763,1,1.287006,15.128288
764,1,-1.762073,6.258852
765,1,-0.267261,10.148925
766,0,0.285573,
767,1,-1.011165,7.098642
768,1,1.90196,
769,1,1.424472,
770,1,-0.177517,9.32643
771,1,1.665737,
772,1,0.241706,
773,1,-1.05111,
774,1,-0.570812,8.964327
775,0,0.293428,10.672069
776,1,0.65843,13.348514
777,1,-0.008516,11.799069
778,1,-1.082401,6.44602
779,1,0.028235,12.421322
780,0,0.019331,11.543795
781,1,-0.365212,
782,0,-0.762752,5.270166
783,1,-1.153619,8.752464
784,1,2.055262,
785,0,2.321678,
786,0,0.413877,11.196228
787,0,0.770869,
788,0,0.645979,
789,0,-1.359288,7.522385
790,0,-0.631014,6.657605
791,0,0.562742,12.639811
792,1,-0.469258,10.9362
793,0,-1.491972,5.9435
794,1,-0.592914,
795,1,1.630579,
796,0,-0.264208,9.012184
797,1,0.435372,15.301883
798,1,-1.235997,6.92613
799,1,-0.327075,
800,1,-3.372284,-0.371572
801,1,0.045874,9.910003
802,0,0.886613,13.62075
803,1,-0.084569,10.883725
804,1,-0.45167,11.225001
805,0,0.010217,10.773172
806,1,-0.048542,12.141229
807,1,1.45442,
808,0,-0.08604,
809,0,-0.589924,7.129273
810,1,-0.166201,
811,1,0.539788,
812,0,0.46003,13.035613
813,1,0.746335,
814,1,1.654142,
815,1,-1.579848,7.183822
816,0,-0.095347,11.262809
817,0,0.523035,
818,1,0.712376,12.354756
819,1,-0.005052,10.726082
820,1,-1.451826,6.703915
821,0,-1.7198,5.182075
822,0,-1.160149,5.009428
823,1,0.642946,14.543193
824,1,1.173207,
825,0,-0.836646,7.399483
826,1,0.590642,
827,1,1.124977,
828,1,0.417335,11.908678
829,0,0.03803,9.68767
830,1,-1.499326,7.110193
831,1,-0.082743,
832,0,-0.437867,11.265116
833,0,1.843668,16.297955
834,0,-1.599974,5.467368
835,1,0.291831,11.448535
836,0,0.232773,11.970633
837,0,0.264901,7.678334
838,1,1.899592,
839,0,-0.415137,9.096942
840,0,-0.07719,11.507159
841,1,0.249453,13.668109
842,0,-1.04208,9.885591
843,0,1.928098,16.395883
844,1,-0.565739,11.011952
845,1,0.399446,12.263067
846,1,-1.682788,8.254488
847,0,-0.856234,6.274917
848,1,0.732173,
849,0,-0.295058,10.407226
850,0,-0.781495,6.944106
851,1,1.849312,
852,1,-0.064903,11.178624
853,1,0.206974,
854,0,-1.456804,1.912511
855,1,-0.448801,9.968022
856,1,-1.538506,5.690685
857,0,-1.171805,4.961453
858,1,0.508356,
859,1,1.085044,
860,0,-1.213486,7.912078
861,1,-0.001752,12.776257
862,0,-0.392034,
863,1,-0.906748,11.545138
864,0,0.893208,
865,0,-0.535341,10.602202
866,0,-1.36566,5.091606
867,0,-0.119983,10.169099
868,0,0.78305,8.61359
869,0,-0.065279,13.08658
870,1,0.372336,11.657569
871,0,0.065532,10.684329
872,0,-1.253376,7.713001
873,0,-0.213282,
874,1,0.863847,
875,0,0.390201,13.726533
876,1,-0.558341,11.220868
877,1,1.034479,
878,0,-0.120781,
879,0,-0.067738,10.208639
880,1,-0.88115,9.329787
881,0,-0.567522,9.280214
882,1,0.487157,
883,1,-1.511797,5.403299
884,1,0.539166,
885,1,1.286667,16.31874
886,1,0.52883,12.037938
887,0,-0.256105,9.186846
888,1,-1.462901,5.75203
889,0,1.223316,
890,1,-0.428463,
891,1,-0.074896,13.188301
892,1,-1.167217,7.601318
893,1,1.979542,
894,1,-0.807715,
895,0,-0.11331,9.789986
896,0,0.286247,10.623997
897,1,-0.881109,7.63813
898,1,-1.938646,4.267228
899,1,0.572553,
900,0,-1.448528,
901,1,-0.679287,11.68952
902,0,0.363965,11.204402
903,1,0.48779,13.574992
904,1,-0.34273,9.41064
905,0,-1.215626,
906,1,1.467497,
907,1,0.601124,11.041962
908,1,0.987945,14.467246
909,0,-0.547814,6.266437
910,0,0.252099,12.286238
911,1,-1.031943,9.078571
912,1,0.868293,13.048482
913,0,-1.515165,5.990612
914,0,-1.265864,7.77978
915,0,-0.852799,5.030226
916,0,1.670698,
917,1,-0.135925,
918,0,0.39668,
919,0,0.215903,10.407765
920,1,-1.279642,9.235769
921,1,-1.826267,7.101807
922,1,-0.53323,
923,1,1.848088,14.307517
924,0,-0.798809,6.25613
925,1,0.32731,
926,0,-1.4412,3.119227
927,1,-0.931452,9.123127
928,1,2.674536,
929,0,2.0391,15.326423
930,1,-0.284973,9.016319
931,1,0.929645,12.758943
932,1,-0.413621,
933,0,-0.095292,10.351068
934,1,2.80403,
935,1,0.565574,
936,1,-1.680814,6.425803
937,0,1.206429,
938,1,-1.695844,8.162845
939,0,-0.345996,9.906906
940,1,0.095331,9.730581
941,0,-1.319249,3.496813
942,1,-0.774593,7.402283
943,0,-0.415263,9.194978
944,1,0.676412,
945,0,1.037977,13.342383
946,1,-1.275129,6.888255
947,0,0.833477,14.515191
948,0,-1.282557,4.50911
949,1,-1.537662,8.588834
950,1,-0.525528,9.204612
951,0,0.10205,9.832346
952,1,1.011705,
953,0,-0.441196,9.775671
954,0,0.501483,12.470287
955,0,1.349468,
956,1,-0.480278,10.350561
957,0,-0.482195,4.980271
958,1,-2.256939,5.36095
959,1,0.01254,13.262882
960,1,-0.056426,10.444528
961,1,-0.892591,9.88668
962,0,0.335564,10.814791
963,1,-2.475878,4.06612
964,1,-0.585064,
965,0,-0.260557,9.436968
966,1,-0.31456,
967,0,-0.301064,7.779176
968,1,-0.613692,10.641763
969,1,0.582706,
970,1,0.238319,14.526284
971,0,-0.523053,6.926792
972,0,0.646752,12.352142
973,1,0.660587,
974,1,-0.359335,
975,0,-0.340714,10.188477
976,1,0.270144,11.20698
977,1,0.82947,
978,0,-0.094556,8.942805
979,0,-0.757525,7.285481
980,0,-0.504667,9.963827
981,0,0.168738,11.750759
982,0,-0.858111,9.014529
983,0,-0.9845,6.832948
984,1,0.343419,
985,1,0.643311,
986,0,-0.407346,8.191747
987,0,-1.197004,7.186986
988,1,0.194324,12.607327
989,0,1.679442,
990,0,-0.960433,8.763576
991,0,-0.023914,11.174732
992,1,-0.149462,11.393778
993,0,0.590991,
994,1,-0.318062,11.099152
995,1,1.489253,
996,1,-0.359947,10.546646
997,1,0.226812,
998,1,1.23402,
999,1,1.499992,17.103562
1000,1,-0.311526,12.340268
1001,1,0.469822,
1002,1,-1.223889,7.296999
1003,0,-0.286275,7.162672
1004,0,0.636307,
1005,1,-0.523753,10.463038
1006,0,-0.801546,6.207905
1007,1,-0.447553,
1008,1,0.760551,
1009,0,0.309821,10.61394
1010,0,0.501959,11.168251
1011,1,-0.742731,
1012,0,-1.536025,5.271318
1013,0,0.394395,10.084165
1014,1,-0.229065,
1015,1,-0.851558,8.37829
1016,0,0.152155,10.385794
1017,1,1.310199,
1018,1,-0.013383,14.283929
1019,1,-1.1191,10.517151
1020,1,0.923701,
1021,0,-0.208714,8.726653
1022,1,-0.202736,
1023,0,-0.477965,8.049364
1024,1,-1.644741,3.84571
1025,0,0.19765,
1026,0,1.002014,
1027,1,-1.345431,7.552162
1028,1,0.66341,12.833483
1029,1,-0.94399,7.988847
1030,0,-0.528838,10.272663
1031,0,-1.68336,7.263111
1032,1,-0.388762,13.801903
1033,0,-1.482903,5.668935
1034,0,-0.710882,6.985617
1035,0,-0.519245,5.459117
1036,0,0.821266,
1037,1,0.934494,
1038,1,0.022415,12.837175
1039,0,-0.011143,9.314562
1040,1,-0.470708,
1041,0,0.39552,10.323541
1042,0,0.863007,
1043,0,-0.395183,6.765776
1044,0,0.741992,11.168243
1045,0,-0.96897,8.282979
1046,0,-0.119275,7.511302
1047,1,0.664788,
1048,0,0.772896,9.309796
1049,0,-0.754867,5.449427
1050,1,0.596575,10.171733
1051,1,0.970205,
1052,1,-0.836943,
1053,1,0.011275,
1054,1,0.81617,
1055,0,-0.68143,8.8354
1056,1,1.64723,
1057,1,-1.184417,8.074308
1058,0,-0.591121,6.170166
1059,1,-0.236256,
1060,0,0.901374,11.303715
1061,0,-0.368076,9.752129
