id,lp,event
373,-0.294652,0
374,-0.340891,0
375,-2.430581,0
376,-3.622397,0
377,-1.233135,0
378,-3.506354,0
379,-1.812634,0
380,-1.718312,0
381,-0.882289,0
382,0.157836,1
383,-3.057484,0
384,0.464479,0
385,-3.130917,0
386,-4.553968,0
387,0.710929,0
388,-0.231455,0
389,-2.244884,0
390,-2.689304,0
391,-2.281039,0
392,0.727436,1
393,-0.658094,0
394,0.791175,0
395,-2.188369,0
396,-0.44547,0
397,-0.021942,0
398,1.232901,1
399,-2.249028,0
400,-1.836517,0
401,-1.782383,0
402,-1.8014,0
403,-0.1238,0
404,-1.786727,0
405,-0.030839,0
406,-1.78381,0
407,0.224799,0
408,-2.132695,0
409,-1.99574,1
410,-0.011045,0
411,-1.756516,1
412,-0.680677,0
413,-0.221784,1
414,1.158642,1
415,-0.196232,0
416,-0.237979,0
417,-0.501607,0
418,-0.591308,0
419,-2.491856,0
420,-1.368426,0
421,-0.267443,0
422,0.984255,0
423,0.58374,1
424,-0.352373,0
425,-3.37596,0
426,-0.725066,1
427,0.13428,0
428,-2.246521,0
429,0.394502,0
430,-1.971022,0
431,-0.623216,0
432,0.983074,0
433,-1.943384,0
434,-1.623673,0
435,-0.910602,0
436,0.221999,0
437,1.478673,0
438,0.957763,0
439,-2.886805,0
440,-2.168924,0
441,1.501495,1
442,-2.790671,0
443,-0.138207,0
444,-2.050773,0
445,0.065519,1
446,-0.346195,0
447,2.509938,1
448,0.12011,1
449,-1.814375,0
450,-0.426511,1
451,-2.863125,0
452,0.012942,0
453,1.874915,1
454,0.500175,0
455,-0.276003,0
456,-2.137861,0
457,-1.184491,0
458,0.316287,1
459,-0.282586,0
460,0.954495,0
461,0.501259,1
462,-1.366824,0
463,-0.723381,1
464,-1.460301,0
465,0.211771,1
466,0.163803,0
467,0.01047,1
468,-1.639482,0
469,1.276427,1
470,-0.426042,0
471,-0.73014,1
472,-0.171403,0
473,1.090201,0
474,-1.411237,0
475,-2.357455,0
476,-1.086727,0
477,-0.876551,0
478,1.097808,1
479,0.201488,1
480,-2.908228,0
481,2.281139,1
482,0.219575,1
483,1.035372,1
484,0.520432,0
485,-0.581117,0
486,-1.878152,0
487,-0.653941,0
488,-0.905819,0
489,1.732325,1
490,-0.308882,1
491,-1.841751,0
492,-0.682351,0
493,-1.330691,0
494,0.011047,0
495,1.481413,1
496,-1.608875,0
497,0.304633,0
498,-1.537893,1
499,1.424677,0
500,1.179933,1
501,-2.105597,1
502,-2.264286,0
503,-0.723867,0
504,-1.460207,0
505,-1.570248,0
506,-0.089738,0
507,-1.600804,0
508,-1.686333,0
509,0.193013,1
510,-3.086663,0
511,-0.266347,0
512,-2.443442,0
513,-1.911704,0
514,-0.673381,0
515,-2.266248,0
516,-0.270165,0
517,-1.993433,0
518,0.739281,0
519,-3.214294,0
520,-2.15674,0
521,0.733315,1
522,-0.469287,1
523,-1.500773,0
524,0.528026,1
525,-1.743347,0
526,0.113602,0
527,-0.993949,0
528,-0.605922,0
529,0.560918,0
530,-0.468776,1
531,-3.565772,0
532,-3.974206,0
533,-2.458198,0
534,-1.683921,0
535,0.807338,0
536,-1.294647,0
537,-3.853055,0
538,-1.328828,0
539,-3.1048,0
540,-2.948318,0
541,0.741407,0
542,2.313211,0
543,-2.275764,0
544,-1.145702,1
545,-1.171894,0
546,0.458988,0
547,-0.449605,0
548,0.405217,1
549,-1.055752,0
550,-1.405972,0
551,0.30099,1
552,-0.393005,1
553,-2.986052,0
554,2.576893,0
555,-0.993239,1
556,0.340122,0
557,-3.148584,0
558,0.361267,0
559,0.638484,0
560,0.168734,0
561,-2.536204,0
562,-2.094815,0
563,1.511212,0
564,1.099638,0
565,0.777742,0
566,-1.572837,0
567,-0.57869,0
568,-0.98624,0
569,-5.130575,0
570,-2.224129,0
571,-0.727569,0
572,0.335855,0
573,-0.007239,0
574,-2.983298,0
575,1.103799,1
576,-1.74245,0
577,-2.347541,0
578,-2.700582,0
579,-0.919203,0
580,1.77894,1
581,2.628577,1
582,1.168867,1
583,-2.061572,0
584,0.10999,1
585,0.640268,0
586,-2.16942,0
587,0.522542,1
588,-1.344766,1
589,0.23374,0
590,-2.448455,0
591,-1.203854,0
592,-2.875945,0
593,-0.19217,0
594,-0.602751,0
595,-0.682595,0
596,-1.981893,0
597,-2.770639,0
598,-0.746119,0
599,-1.731999,0
600,-0.10052,0
601,-2.797582,0
602,1.48909,1
603,-1.670177,1
604,-0.499385,0
605,-4.068897,0
606,-0.980849,1
607,-0.501865,1
608,-2.226686,0
609,-1.887685,0
610,0.144036,1
611,-2.853038,0
612,-2.98071,0
613,-3.060855,0
614,0.546664,0
615,-0.839834,0
616,-2.242239,0
617,-1.233664,0
618,-2.285076,0
619,0.434119,0
620,-0.689376,0
621,0.094083,1
622,-0.035304,0
623,-1.109436,0
624,-0.500893,0
625,-1.119766,0
626,-2.751172,0
627,-0.954643,0
628,-2.412115,0
629,0.207522,1
630,2.112332,1
631,-4.60241,0
632,-1.248909,1
633,-0.26201,0
634,-1.278382,0
635,-0.826213,0
636,-0.402348,0
637,1.878913,1
638,-3.012691,0
639,-1.814224,0
640,-1.207319,0
641,-2.366361,0
642,-0.739728,0
643,-2.187974,0
644,-1.401679,0
645,-2.777181,0
646,-1.70221,0
647,0.656931,0
648,-1.268432,0
649,-1.314156,0
650,-2.62956,0
651,-3.494197,0
652,1.800322,0
653,0.967327,0
654,-1.310784,0
655,-2.352856,0
656,-1.506215,0
657,-1.888683,0
658,0.077751,1
659,0.129795,1
660,-1.144963,0
661,-1.806653,0
662,-0.307629,1
663,-1.895587,1
664,-1.646532,0
665,-3.093871,0
666,0.298305,1
667,-1.331554,0
668,0.901237,0
669,-0.554272,0
670,-3.761536,0
671,-0.070235,0
672,-1.531085,0
673,-1.330965,0
674,0.636127,0
675,-0.320146,1
676,-1.521267,0
677,-1.699407,0
678,-1.874388,0
679,-1.277059,0
680,-1.973476,0
681,-0.600573,0
682,-0.895541,0
683,-2.529312,0
684,-1.807659,0
685,-2.425738,0
686,-2.321405,0
687,-2.398026,0
688,0.935672,1
689,0.080172,0
690,-0.613998,0
691,-0.691405,0
692,-3.810453,0
693,-2.820608,0
694,-3.023672,0
695,0.287,0
696,-0.134361,0
697,0.028423,1
698,-2.854009,0
699,-2.045966,0
700,-1.311888,1
701,0.31208,1
702,-4.056211,1
703,-0.821875,1
704,-1.030254,0
705,-1.184793,0
706,-1.570142,0
707,0.061731,0
708,0.630878,0
709,-3.312922,0
710,-2.58076,0
711,-0.871155,0
712,-1.410954,0
713,-1.026143,0
714,-2.750016,1
715,-0.72176,0
716,-2.030133,0
717,-1.638558,0
718,-0.970739,0
719,1.948987,1
720,-2.100962,0
721,-3.825214,0
722,-0.788175,1
723,-1.078836,0
724,0.068647,0
725,-0.458369,0
726,-3.272585,0
727,-1.446288,0
728,-0.985769,0
729,-1.229618,0
730,-0.800831,1
731,-0.454032,0
732,-2.067159,0
733,-0.438111,0
734,-1.417955,0
735,-0.429396,0
736,2.177503,0
737,0.084232,1
738,-0.100109,1
739,2.051068,0
740,-3.073959,0
741,0.092856,0
742,-2.49442,0
743,0.348874,1
744,-1.466778,1
745,-0.707803,0
746,-0.182558,1
747,-0.220578,0
748,0.988552,0
749,-3.42085,0
750,-1.603935,0
751,-0.142838,0
752,-0.918974,0
753,-0.637094,0
754,-3.749019,0
755,-0.574254,0
756,-0.40807,0
757,-0.560084,1
758,0.503293,0
759,-1.084105,0
760,-0.222284,0
761,-1.073687,0
762,-2.276512,0
763,0.664628,0
764,0.865198,1
765,-2.817188,0
766,2.161971,1
767,0.570717,0
768,-2.114319,0
769,-2.336183,0
770,-0.014178,0
771,1.342054,1
772,-1.589143,0
773,0.371616,0
774,-0.961603,0
775,-1.661441,0
776,-2.963411,0
777,0.403949,0
778,0.371609,1
779,0.112195,0
780,-0.368521,0
781,-0.188334,1
782,-0.702298,0
783,0.461864,0
784,0.078587,0
785,-1.648139,0
786,-1.722612,0
787,-0.989349,0
788,-1.287147,0
789,-1.689239,0
790,0.423531,0
791,-1.140007,0
792,0.873895,0
793,-1.826274,0
794,1.117538,0
795,-1.443892,0
796,1.027422,1
797,0.212302,0
798,-0.751899,0
799,-0.3336,1
800,-1.022282,0
801,-0.496839,0
802,1.214307,1
803,-1.299352,0
804,0.529017,0
805,-0.314854,0
806,-0.563403,0
807,0.270525,0
808,-3.239238,0
809,-0.325065,1
810,-3.84592,0
811,-2.368241,0
812,-1.437812,0
813,-0.950947,0
814,-0.213167,1
815,-4.403345,0
816,-2.965871,0
817,-2.368603,0
818,1.446078,0
819,-0.20044,0
820,0.048708,0
821,1.750471,1
822,-5.110904,0
823,-2.355107,0
824,-2.248433,0
825,-1.157637,0
826,1.329357,1
827,-0.824748,1
828,-0.946444,0
829,1.767259,1
830,0.851054,0
831,-0.317424,0
832,-1.893618,0
833,0.712299,0
834,-0.290727,0
835,-0.782251,0
836,-1.902406,0
837,-0.598747,0
838,-0.964114,0
839,-2.905664,0
840,0.959975,1
841,-1.53742,0
842,-0.286575,0
843,-1.713867,0
844,-2.239988,0
845,-0.799238,0
846,-1.809296,0
847,-1.495852,0
848,-1.966178,0
849,1.468233,0
850,0.246779,0
851,-0.1163,0
852,-0.435792,0
853,-1.839087,0
854,-1.540965,0
855,-1.182118,0
856,-0.235194,1
857,-1.768555,0
858,-1.687743,0
859,-0.557376,1
860,-2.014533,0
861,0.864802,0
862,1.407006,1
863,-0.81318,0
864,-2.514772,0
865,0.245936,0
866,0.886716,0
867,-2.530007,0
868,-0.353283,0
869,0.871502,1
870,-0.093638,0
871,-2.002182,1
872,1.426133,0
873,-0.604362,1
874,-2.095092,0
875,-0.917059,0
876,-3.076843,0
877,0.35892,0
878,-2.368005,0
879,-2.214823,0
880,2.417394,1
881,-2.303163,0
882,-2.094179,1
883,-0.890736,0
884,0.585158,0
885,1.028999,0
886,-2.465687,0
887,-0.181195,0
888,-0.390361,0
889,-2.573856,0
890,-2.254499,0
891,0.228826,0
892,-0.515115,1
893,-3.43507,0
894,-0.802489,0
895,1.232704,1
896,-1.848437,0
897,-2.676353,0
898,-3.098079,0
899,0.601263,1
900,0.590338,0
901,-1.949613,0
902,-0.035216,0
903,-0.362643,0
904,-0.043095,0
905,1.009745,1
906,-1.187166,0
907,-1.291312,1
908,-1.044536,0
909,0.565513,0
910,-2.118442,0
911,1.073834,0
912,0.435798,0
913,0.227703,1
914,-0.031791,0
915,0.11614,0
916,-0.380291,1
917,3.290816,1
918,-3.368167,0
919,-1.727347,0
920,-1.817106,0
921,-0.33954,1
922,-1.295706,0
923,-2.660918,0
924,-3.204999,0
925,-0.536832,0
926,-2.615589,0
927,0.245771,1
928,-1.982401,0
929,-3.321955,0
930,-1.4539,0
931,-2.030001,0
932,-1.385913,0
933,-3.906254,0
934,-0.737142,0
935,0.093793,1
936,-1.292606,0
937,-0.366583,1
938,-1.32366,0
939,-2.858227,0
940,-3.185928,0
941,-0.873385,0
942,-0.271957,1
943,-1.426022,0
944,-1.872993,1
945,-3.16481,0
946,-0.360858,0
947,-3.752562,0
948,-1.237528,0
949,-0.558471,0
950,-2.076833,0
951,-2.280143,0
952,-0.48381,0
953,-0.341203,0
954,-2.982596,0
955,-0.551509,0
956,-0.859749,1
957,-1.510087,0
958,-1.265171,0
959,-1.68427,0
960,-4.782851,0
961,-0.561756,0
962,-3.258415,0
963,-1.270123,0
964,-0.038999,0
965,0.504167,1
966,-4.184818,0
967,0.67668,1
968,-2.451728,0
969,-1.798817,0
970,-1.406876,0
971,-1.603298,0
972,0.762662,0
973,-1.144854,1
974,-0.422576,1
975,0.405791,1
976,-0.575698,0
977,2.804397,0
978,0.129493,1
979,-0.247681,0
980,-0.881591,0
981,0.236103,0
982,-1.842501,0
983,-0.056049,1
984,-1.069117,0
985,-1.008962,0
986,-1.449382,0
987,-0.945385,0
988,-2.818703,0
989,-2.617114,0
990,-2.563158,0
991,0.005693,0
992,-2.481684,0
993,1.74317,0
994,-1.657428,0
995,-2.107797,0
996,-0.793717,1
997,0.800851,0
998,0.055625,0
999,-0.652204,0
1000,0.119407,0
1001,-1.088478,1
1002,-0.461193,0
1003,-1.390439,1
1004,0.361999,1
1005,-3.047012,0
1006,-0.662797,1
1007,0.946847,0
1008,-0.486992,0
1009,-3.898886,0
1010,0.048061,0
1011,-3.713498,0
1012,-1.379444,0
1013,-2.040795,0
1014,-2.265325,1
1015,-2.334619,0
1016,-0.561204,0
1017,0.524696,1
1018,-1.264229,0
1019,-2.184729,0
1020,-1.431271,0
1021,-2.881742,0
1022,-0.059886,0
1023,-0.253912,0
1024,-1.143635,0
1025,0.253742,0
1026,0.201676,0
1027,-1.605948,0
1028,0.813992,1
1029,0.179337,0
1030,-1.27023,0
1031,-1.132516,0
1032,-3.070586,1
1033,-1.956098,0
1034,-0.878372,1
1035,-1.469248,0
1036,-1.158189,1
1037,-0.630531,0
1038,-1.603974,0
1039,-1.617055,0
1040,-0.648211,0
1041,1.785855,1
1042,-3.426769,0
1043,-0.622252,0
1044,-0.414148,0
1045,-1.201227,0
1046,-1.258867,0
1047,-0.210922,0
1048,-0.61189,0
1049,-0.427632,0
1050,-1.608401,1
1051,0.735948,1
1052,-1.335976,0
1053,-0.934164,0
1054,-1.647613,1
1055,0.162302,0
1056,-0.447,0
1057,-0.141637,0
1058,-1.860815,0
1059,-2.406578,0
1060,-2.629769,0
1061,0.288427,0
1062,0.154924,0
1063,-1.074378,0
1064,0.211271,0
1065,-0.303874,1
1066,0.032684,0
1067,0.642986,1
1068,-0.806965,1
1069,-0.377268,0
1070,1.115661,0
1071,-3.157509,0
1072,-2.124424,0
1073,-1.518828,0
1074,-1.546794,0
1075,0.127181,1
1076,1.993895,0
1077,1.177543,0
1078,-1.416547,0
1079,-1.318333,0
1080,-0.584013,0
1081,-0.229744,0
1082,1.017411,0
1083,-1.223266,0
1084,0.803753,0
1085,-2.025947,0
1086,-2.685258,1
1087,0.065747,1
1088,-1.254319,1
1089,-2.590254,0
1090,1.830362,0
1091,-0.495741,0
1092,-1.660847,0
1093,-1.749599,0
1094,-2.455248,0
1095,-0.775952,0
1096,-0.57548,0
1097,-1.77841,1
1098,-0.851145,0
1099,-3.367866,0
1100,0.139596,0
1101,-0.671204,1
1102,-2.516463,0
1103,0.575646,0
1104,0.51895,0
1105,-2.202911,0
1106,-0.788393,0
1107,0.499547,1
1108,-0.897882,0
1109,-1.00101,0
1110,-1.134273,0
1111,-3.011787,0
1112,0.603676,0
1113,0.303377,0
1114,0.069335,0
1115,-1.390939,0
1116,1.863173,1
1117,-0.247725,0
1118,-1.265215,0
1119,-3.910709,0
1120,-1.241433,0
1121,-2.934433,0
1122,-1.796706,0
1123,-0.887549,0
1124,-0.530759,0
1125,1.008556,0
1126,-2.128355,0
1127,-2.458083,0
1128,-3.174003,0
1129,0.01258,1
1130,-2.318777,0
1131,2.049418,1
1132,-0.353069,1
1133,-0.705677,0
1134,0.183682,0
1135,0.736003,0
1136,1.322616,1
1137,-3.763171,0
1138,0.117398,1
1139,-2.143706,0
1140,-0.858805,0
1141,-0.522988,0
1142,-3.27498,0
1143,1.056066,1
1144,0.87494,0
1145,-0.736566,0
1146,-2.41651,0
1147,-0.274483,1
1148,-2.000509,0
1149,-0.296285,0
1150,-1.893424,0
1151,-2.738043,0
1152,-1.223354,0
1153,-2.165868,0
1154,-1.831241,0
1155,-2.21266,1
1156,-0.976518,0
1157,0.079654,1
1158,-4.841285,0
1159,-0.750192,0
1160,-2.790207,0
1161,-2.856304,0
1162,-1.335264,1
1163,-0.288736,0
1164,-2.220727,0
1165,0.057998,0
1166,-2.082763,0
1167,-1.319834,0
1168,-2.279349,0
1169,0.533431,1
1170,1.528304,1
1171,-0.064073,0
1172,-1.662188,0
1173,-0.158452,0
1174,-1.968109,1
1175,1.616946,1
1176,0.642558,0
1177,-1.99843,0
1178,-1.443353,0
1179,0.320966,0
1180,-4.231906,0
1181,0.894019,1
1182,-0.185672,0
1183,2.491251,0
1184,-2.05243,0
1185,-2.020974,0
1186,0.704599,1
1187,-4.287512,0
1188,-0.038619,0
1189,1.578905,0
1190,-2.783399,0
1191,-1.38385,0
1192,0.352888,1
1193,-0.635772,0
1194,-1.254734,0
1195,-1.394846,0
1196,-1.244757,0
1197,-0.53508,0
1198,-5.07554,0
1199,2.023497,1
1200,-2.022874,0
1201,-2.782097,0
1202,0.168332,0
1203,-1.008003,1
1204,-0.876384,1
1205,-1.02747,0
1206,-1.0277,0
1207,-4.066515,0
1208,1.423596,0
1209,-0.761626,0
1210,-0.862396,0
1211,-0.718674,0
1212,-3.755699,0
1213,-2.180517,1
1214,-1.682932,0
1215,-1.095402,0
1216,-0.857931,0
1217,-1.069178,0
1218,-3.799213,0
1219,-2.117055,0
1220,1.17751,0
1221,-0.952929,0
1222,-2.218129,0
1223,0.715865,0
1224,-0.972743,0
1225,0.684129,0
1226,-1.435172,0
1227,-2.960513,0
1228,0.352356,0
1229,-2.003822,0
1230,-0.423121,0
1231,-3.982251,0
1232,1.976072,0
1233,-1.49392,1
1234,0.033636,0
1235,0.544248,1
1236,-2.526664,0
1237,-2.502148,0
1238,-0.537289,0
1239,-0.495256,0
1240,0.939194,0
1241,-2.490052,1
1242,-0.376899,1
1243,-0.354439,0
1244,1.431672,0
1245,-2.204802,0
1246,-0.770332,0
1247,-1.203576,0
1248,-2.318133,0
1249,-0.131802,1
1250,-3.03904,0
1251,0.386384,1
1252,0.351393,0
1253,0.649478,0
1254,-2.518646,0
1255,-0.559413,0
1256,-1.519826,1
1257,2.545701,1
1258,-1.541839,0
1259,-0.820908,0
1260,-2.661841,0
1261,-2.211599,0
1262,-2.742139,0
1263,-2.320395,0
1264,-0.708227,1
1265,0.835019,1
1266,0.179758,1
1267,0.031968,1
1268,-1.894013,1
1269,-1.708624,0
1270,-0.793551,0
1271,-1.155317,0
1272,2.418647,0
1273,-1.539244,0
1274,-4.222382,0
1275,-1.80661,0
1276,-1.839976,0
1277,-3.693588,0
1278,-2.613862,0
1279,0.270875,0
1280,-2.22686,0
1281,0.189151,1
1282,-0.231843,0
1283,-0.301211,1
1284,-2.841817,0
1285,0.924732,0
1286,-1.144923,1
1287,-0.418651,0
1288,2.417315,1
1289,-0.989932,0
1290,-0.199509,0
1291,-4.05033,0
1292,-1.550773,0
1293,-2.347246,0
1294,-1.335132,0
1295,0.693141,0
1296,-2.31484,0
1297,-0.145324,1
1298,-2.485949,1
1299,0.807131,0
1300,-1.309506,0
1301,-0.917479,0
1302,-3.52492,0
1303,-1.68156,0
1304,-1.011842,0
1305,-0.223211,0
1306,0.082976,1
1307,-0.571979,0
1308,-2.499284,0
1309,0.588314,0
1310,-0.290176,1
1311,-2.584468,0
1312,1.344538,0
1313,1.420378,1
1314,-0.510885,0
1315,-1.033935,0
1316,-3.035903,0
1317,-3.395629,0
1318,0.463262,0
1319,-0.488406,0
1320,-1.725138,0
1321,1.192217,1
1322,-1.199575,0
1323,-0.037062,0
1324,-1.742791,0
1325,-3.116178,0
1326,-1.061626,0
1327,-3.335915,0
1328,-2.437888,1
1329,-2.432036,0
1330,-0.226586,0
1331,-0.225187,0
1332,0.701266,1
1333,-0.291463,1
1334,0.21588,1
1335,-2.767408,0
1336,-1.513421,1
1337,-2.169798,0
1338,-2.592354,0
1339,-2.054765,1
1340,-0.594139,0
1341,-0.163117,0
1342,0.480345,1
1343,-2.207824,0
1344,-0.926006,0
1345,-2.503166,1
1346,-1.057293,0
1347,-0.381695,0
1348,0.116421,0
1349,-0.243359,0
1350,-4.781874,0
1351,-1.5149,0
1352,-1.736132,1
1353,-2.708908,0
1354,-0.844743,0
1355,-0.701253,1
1356,-2.431288,0
1357,0.694305,0
1358,-0.647694,0
1359,-0.036132,0
1360,-0.766402,0
1361,1.102536,0
1362,-0.136735,1
1363,-0.355279,0
1364,-4.020094,0
1365,0.321751,0
1366,-0.040357,0
1367,-2.160077,0
1368,-1.833082,0
1369,2.380323,1
1370,-1.773299,0
1371,-0.797801,0
1372,-3.358923,0
1373,-3.19935,0
1374,-1.202312,0
1375,-3.231467,0
1376,-0.366863,0
1377,-1.084636,0
1378,0.538052,0
1379,-1.138136,0
1380,-1.951624,0
1381,-2.32895,0
1382,-0.520216,1
1383,2.128825,1
1384,-2.683788,0
1385,-2.046653,0
1386,1.858361,1
1387,-0.654609,0
1388,1.439774,0
1389,-2.036252,0
1390,-2.581786,0
1391,-3.40498,0
1392,0.342631,1
1393,-1.789332,0
